,0
ATM,-0.16577300740669168
SF3A1,-0.11049852047327599
ABCA5,-0.2699131831855885
CRYBB1,-0.10622542987438423
FAM151B,-0.019993525052001002
PHF1,-0.12366800049739951
DTX2,-0.03477275188337881
CARD11,-0.106705323032314
DDX6,-0.08865630748698387
F3,-0.2458889318141888
MADD,-0.06332436038881624
SMAD4,-0.16880674695928863
HSPA2,-0.10941219243242327
MAST3,-0.09760257193798248
BCL9L,-0.07254272043501658
NBEA,-0.13949484054963535
NAALAD2,-0.204526919823366
APCS,0.0
ATXN7L3B,-0.09893265371905074
EXOC3,-0.09955814009560979
HOXA11,-0.1301159727020729
MDM2,-0.1072760154095483
NR4A2,-0.19878908459443867
ZNF704,-0.18542351990130695
MS4A5,0.0
TOR2A,-0.003696018421574325
TNNI3,-0.08888258843621574
S100A8,-0.11373665403882104
WBP11,-0.0864345001456016
GCKR,-0.029378338520716633
LAMP3,-0.12296856794187645
TARBP1,-0.019802200106835328
VENTX,-0.1616292521677486
RPS6KA1,0.016628071527760618
TMEM106A,-0.06722223037541113
MEGF8,-0.13855921355010692
REC8,-0.13998136078893425
ZNF347,-0.10452764756041007
GHR,-0.22382615505962658
SLC39A10,-0.060923267553510026
NKIRAS1,-0.1422330526502225
FGFR2,-0.09415789649545911
ITGAE,-0.10600998021168773
CRB1,-0.15098898985485343
PDE5A,-0.20740558617325333
WDR77,-0.045741752153818885
DEPDC4,-0.09697520012246151
UHRF1BP1L,-0.05042761338399395
BCAR3,-0.10334200987915498
RIBC1,-0.0651581648590968
CXCL10,-0.1206676256586216
B4GALT4,-0.014547449155902312
PENK,-0.07670343006961564
FAM19A2,-0.1021242765061619
GRIA4,-0.2749236575255721
ABCC8,-0.11810481004004131
BLOC1S3,0.02564052968116137
ZDHHC5,-0.03376647876298952
MYO18A,-0.13432527447227532
LMO4,-0.1551377432375591
TMEM170B,-0.20185220156310862
LRP2,-0.1606348031472954
EBF2,-0.23313554133344713
POU4F1,-0.09380045363536627
FCGR2A,-0.0658788759564392
WIF1,-0.11269482922595023
HIPK4,-0.13547939406495152
GCC1,-0.02137689726307326
KLHL11,-0.10359928901020425
CCDC73,-0.15850041871421564
MAPK1,-0.09878526634353557
PDZD9,0.06383875137806162
SUGT1,-0.05988855834976738
AKAP4,1.2176729658184244
ARID3C,-0.003822359165265785
NLRC4,-0.11743200546451756
ENO2,-0.07580029489894624
CYP2A13,-0.07529742648322568
OR1G1,0.5792396525759803
INSL5,0.23296209161077805
SORCS2,-0.08077224096202294
GLRX5,-0.04203596332770154
LETM1,-0.025819405765009375
MAPK3,-0.09838327666640163
SLC38A11,-0.08263891099538323
CRBN,-0.17116248164840364
UCN2,-0.09099186580004326
FKBP1B,-0.17150640711330467
GADD45B,-0.13471908239100897
NES,-0.20279067034012366
FGF11,-0.17861268194692106
PKP4,-0.11032139296914308
FJX1,-0.09721165857639426
FAM135B,-0.12473427720335385
AURKAIP1,-0.07806537274313616
VSTM1,0.20391707503982562
SEMA4F,-0.0836703052803626
GPR152,0.027015501031433468
RABEP2,-0.03685209608724201
NFATC2,-0.19093810337380884
NACC1,0.06005977139779166
SESN1,-0.20005096788851118
MAP1A,-0.17475013503634942
RNF11,-0.15144207322559872
IL2RA,-0.11109845218925822
RNF181,-0.04610730551389576
PPP1CB,-0.1374248569630222
FCRL4,-0.06174888947571138
KCNG2,-0.1008065905016057
PNPLA6,-0.04068653952937704
F2,-0.028101900198207002
LSG1,-0.02049802066485441
SOD2,-0.2013416444879968
MYL5,-0.11582582305464813
NPW,-0.12957254307277968
MYCBP2,-0.22634140790296445
KLHL3,-0.22624392826332945
NR1H4,-0.059581844372561185
HSPA5,-0.021385369711751055
POLDIP3,-0.12199708604186132
NARFL,-0.03719826648205942
NUDT5,-0.0741187991650947
HOXA13,-0.13867275336607418
ASB8,-0.07202608830609371
TAP1,-0.09530655065477235
ZNF92,-0.11593868730099988
ODF4,0.27372438498324314
CEP350,-0.03431568780524484
ATP7A,-0.11407726602515406
ZNF35,-0.033731443818692614
POC5,-0.022721629432157976
RIN2,-0.08399924218325477
STARD4,-0.10921142999608367
ST7L,-0.1231659181648506
LOR,-0.028976181524331405
FBXO41,0.006521517078964984
KRT72,-0.03944462191022026
NOP10,-0.054363742730745186
STK11IP,-0.017260447084024855
KIT,-0.2793955323454964
PRKCG,-0.07083693031164964
TGFBR1,-0.11702279136772317
APOBEC1,0.05612388393014608
ANAPC10,-0.1306112322891859
WDR74,-0.08210675741000253
TM7SF3,-0.09564481129545906
SLC24A3,-0.1197632247291452
CSF2RB,-0.1218764940762723
SESN2,-0.07769103043335245
FFAR2,-0.10040102008816541
ZWILCH,0.012729422300452391
RELN,-0.20162137022873253
EGLN1,-0.11726328009604141
PLK1,-0.011314084429966183
DSPP,0.4293640522605453
ANKRD30A,-0.05036970608697288
GEMIN7,-0.026146256890384627
FRMD1,-0.19465914781291507
STK11,-0.02862644165672606
CER1,0.26276501194220775
PEPD,-0.12294191645391085
CXCR3,-0.11391433799786999
CHUK,-0.058454837516642176
GJA4,-0.17724373465818585
TEX264,-0.036671432722871496
ZFC3H1,-0.11589430137080368
STC1,-0.13243875337893857
IRX3,-0.055118132564257
TRIM7,-0.11041015882394985
GH2,0.2129809246392294
ITPKB,-0.1267976894408934
AGAP3,-0.052178103533842494
STARD3,-0.15730881882841707
GPRIN1,-0.03856460339024487
CYP2W1,-0.0675491352081636
ZFAND1,-0.15397687801872648
CD3EAP,-0.0444273689161941
KLHL36,-0.12263291200810475
KRTAP6-2,0.0
ORAI2,0.010035382695097622
CDH15,-0.04989817537596506
TMEM203,-0.03902758214215471
PDE4C,-0.1353779999796582
IARS,-0.01742472576629464
FARP2,-0.0698452863989075
GPRC5C,-0.08893879920195079
ZNF135,-0.09689226603456733
ANGPT1,-0.25884123610520393
PRR16,-0.1628950228445003
DVL2,-0.09860510094596193
ALDOB,-0.04573894203609174
PHF12,-0.09342124248016632
PFKL,-0.0247201390340638
KLHL24,-0.16549292010799344
BRD4,-0.0542351041122094
AKR1E2,-0.15231411191974065
HS2ST1,-0.0873965661219346
UPP2,-0.07229157021487458
LRRC58,-0.06331665178182078
CLYBL,-0.18807446336906453
FBXO47,0.043744636869246005
PTEN,-0.15263575257290796
ROM1,-0.13313818264090102
HEATR4,-0.1253413808789324
RBP4,-0.22089501161018957
PYGB,-0.16978762644389997
SERTAD2,-0.0991227520409806
MNX1,-0.08242414749548187
KDM2A,-0.09923526674797291
CD8A,-0.13791848373042234
FIGN,-0.1993801251866352
ACVR2B,-0.09265713226165138
ZBTB20,-0.2270814694824734
KPNB1,-0.010370280825227046
FANCB,-0.06911937480647164
ZDHHC2,-0.23053837276197264
AKAP12,-0.2424813829889979
AKT1S1,-0.0342735069658973
KRT3,-0.030732501905989175
SPTLC2,-0.08939132031960198
CSHL1,0.0
KIF17,-0.21723436331664148
HCN1,-0.1255257413468433
MRPS16,-0.02911799812609658
CATSPERB,-0.11737519647470378
CORIN,-0.08296334787735912
GREM1,-0.09814819144407207
RAD51AP2,-0.10392191706549563
EDA,-0.264033553663033
SCAP,-0.07073991031399196
HIF3A,-0.27840088006857416
FHIT,-0.15263636236808978
CHST14,-0.03262992321978955
NDUFAF2,-0.11803797925016016
KIF21A,-0.048013494199239025
MTX3,-0.09607070705256783
COG5,-0.06324949789560204
DEFA5,0.0
HRNR,-0.2304850542652818
LAYN,-0.1775908322845566
CSRP1,-0.253995323432988
CHMP2B,-0.06620322447119867
CDK5,0.009771091654760367
PLCH2,-0.23192766982982574
YPEL2,-0.15102683735442604
SLC5A9,-0.18502721246092066
TLL2,-0.08966917384588334
ATF7,-0.18932009798512592
CREBBP,-0.06949316736076822
CDH1,-0.058819910229242885
ROS1,-0.04126589712190929
DCK,-0.0245009074633122
ELMOD2,-0.011469996718959012
LRRC40,-0.09266741271105428
ARHGEF33,-0.16348311719642644
ZNF284,-0.05671699808366018
DMXL2,-0.06198623814353608
ZNF473,-0.08513556044448203
PIH1D1,-0.06841916457324237
HDAC3,-0.0410357063618755
CCL28,-0.2901153267626172
ZHX2,-0.06737457052237457
MKL1,-0.10811484570684203
ALOX12B,-0.07052082295215893
CTU1,-0.08489586682090132
KRTAP11-1,0.0
BCL2L12,-0.02907351466005166
BZW2,0.0033325173538823
TFF1,-0.1348153288133825
SAMD4B,-0.06475910784994605
GNG2,-0.23216762366219054
ACTB,-0.012023706380187807
DDC,-0.11233083050178154
FABP1,-0.028475326465462355
MAP4K1,-0.11297703371472512
VEZF1,-0.09198352485120444
DDX18,-0.08845754677259805
USP1,-0.11623773051966464
STON2,-0.12451938511578732
FLT4,-0.2306222943679409
LSR,-0.03817422592653564
GABRB1,-0.06139467178178402
PPM1M,-0.1389216812024066
LRIG3,-0.272477686708459
ZNF345,-0.1746419699736245
PDCD6,-0.0035200228206522894
PBX1,-0.053632464434158554
MAP3K8,-0.20834003052209163
NSMCE2,-0.0515919764372743
NMT1,-0.15265143719613963
GSK3A,0.022494788384413756
MRPL36,-0.043399067537260846
JAK3,-0.11713884581281421
SAMD1,0.03222056882228676
STRA6,-0.06988018887358795
PER1,-0.27937949549698404
GPAM,-0.19863658648769025
ATP5J,-0.09230362282702342
CDC7,-0.048381075944076174
GDI1,-0.013438874866217896
NUMBL,-0.11273494809729778
ABTB1,-0.15340401003249532
TEK,-0.2556437374337365
SLC30A10,-0.016057636591606975
NMUR2,-0.033261422217114166
SEMA3D,-0.24423875995207728
SYNM,-0.3056354978308462
ZNF76,-0.03310157817633328
CLEC1A,-0.26677427657897473
KLHL4,-0.08840581493135376
R3HDML,0.01293110967591456
ZNF157,-0.07082377715315966
CELF1,-0.022810918857825213
NLE1,-0.12622990202547485
CSTB,-0.10197228679998961
TIAM2,-0.16826787040377755
NXPH2,-0.05740121185973539
IGDCC3,-0.14629993995261936
LDOC1,-0.09157742650316061
SDC1,-0.03134757288723737
UBE3A,-0.06661009614980143
B9D1,-0.07765624019765575
COLEC12,-0.18499276993099045
ECHS1,-0.14101765819846498
PARVA,-0.20530129568067965
ARL11,-0.05864577724632684
PHF14,-0.03156322265729074
KRT2,-0.04111020621382206
SLC25A26,-0.17698790386011098
CLN5,-0.12507445333368233
SIRT1,-0.14040405554999627
MAP2K1,-0.12569403317633301
NXF3,-0.07782190818092925
ITGB2,-0.08880717884900174
MAPK11,-0.1533512257380496
ERMN,-0.09664674765191272
POLR3G,-0.1534267604234764
CLECL1,-0.11268023548570673
GATA6,-0.1694617299226702
RRAGA,-0.10660442445942114
NDUFB2,-0.06513930878759584
ALLC,0.2189130663880457
ERGIC1,-0.0018685941184799154
MAN2A1,-0.10823948984019903
PHOSPHO1,-0.08651674402754425
TSSK2,0.0
TBCEL,-0.10310032542253765
AXL,-0.15514312162167437
EHMT2,0.010886952718964855
SOX15,-0.13354641000789524
FAM102B,-0.12621226396930763
MGAT1,-0.09665133452712796
WFDC10B,-0.04641413742436613
ANKRD10,-0.0740346585349147
ELL2,-0.1494835986313326
ATG9A,-0.10553145573092997
KIF5C,-0.13561396120528282
TMC3,-0.14924484546347047
EFHC1,-0.10438867583363935
CLEC16A,-0.03485225274192224
THOP1,-0.0492585185293953
SLC12A6,-0.21123800552424007
RHBDL2,-0.10345561322610472
USP32,-0.12287860866861366
RAI2,-0.1772424379390328
RNF25,-0.04315584965629926
GDF5,-0.17596781981075874
CHST1,-0.10737412566128271
SLC22A8,0.5898978710888585
GPSM1,-0.044379119978796316
NRSN1,-0.05905592868687621
TBX4,-0.14991585873130586
DDR1,0.0026091508243171586
SLFN13,-0.18587888372722072
MANF,-0.014753315820575518
UBQLN4,0.0256657981446372
TRADD,-0.09471277660899935
SWAP70,-0.16816771038569003
PEAR1,-0.2984496498501162
GABRB2,-0.14928496079426065
DOK2,-0.15130379439806166
HEATR6,-0.11414801917165329
CLPS,-0.011888836434789368
PHLDA1,-0.1924832499306495
DEK,-0.13423003923163243
NRL,-0.055043788059323216
PTMS,-0.058414914954627715
OLFML3,-0.15625264415162182
RAB6A,-0.09228547070087455
CSAD,-0.15254948709512914
MMP1,-0.1378887996254434
ZNF3,0.0005554492966926438
HYAL2,-0.07354311104614816
SLC30A5,-0.037885670548371296
NSMCE1,-0.0525152334037702
USP38,-0.05842349626953249
ZFP1,-0.13205724889841058
ENO3,-0.030674078625848054
CTAGE5,-0.05961621284666235
GPR183,-0.13258183939825227
KIAA2026,-0.11041112503922541
MRPL46,-0.12841441794395392
USP16,-0.08839852027201035
NRXN2,-0.11091299108090909
RPS18,-0.12404757942085885
ASRGL1,-0.14073133157849693
TMEM106B,-0.08153018644065128
GABARAPL2,-0.14619342222113205
DIXDC1,-0.254120757162227
PFN3,1.8589782533046193
STARD8,-0.2200881995940112
DNAJC15,-0.06997652915658481
VPS37A,-0.09738993845673238
CKAP2,-0.0008545396042160234
CAPG,-0.023424945227638164
PUS1,-0.048206950749798055
SLC5A6,-0.13003546967906074
NEUROG1,0.0
OR2C3,0.3551847610545703
MOXD1,-0.11213625022158653
PDP1,-0.14981852112506117
GTF2B,-0.09770046741321699
ZRANB1,-0.13964649409481064
RIC3,-0.26464425324575525
MYOZ3,-0.07970306469054987
MME,-0.3089741592563183
MDM4,-0.05774293375800473
ARHGDIB,-0.07230772354084665
KIF9,-0.03213382755257848
RNF112,-0.21577840050460576
IGSF21,-0.1469384376230152
SLC25A38,-0.03481952923493353
RET,-0.10905222855055044
CRCP,0.019047246785428143
SLC25A20,-0.18033113625204986
JAK1,-0.1724184111349372
DEFB116,0.0
ERCC5,-0.1471321483258849
MORC2,-0.01504708826974696
PAPD7,-0.13167745453207813
VNN3,-0.13175964211399493
RNF168,-0.10684327830442619
STAR,-0.030624243080692344
PLEKHG1,-0.20267766125954687
FLG,-0.06254978307628489
PBOV1,0.127662913510289
PRKDC,-0.062221472758988
MAPK14,-0.12270605263241137
METTL3,-0.07251139223254614
RTN4IP1,-0.10555320848584121
MAFK,-0.12009033389538568
EZH1,-0.25604416663957424
GCHFR,-0.11618800231958988
GAB3,-0.20315874979319598
SLC25A1,-0.1109896816558477
DENND1B,-0.126650398553256
RNASE2,-0.071167161524365
ZBTB43,-0.0798736441420934
TCP10,0.0
NEU4,-0.11780749446446782
DCTN2,-0.07755364807630717
NGFR,-0.26531615507759965
NPHP3,-0.2443602321773943
WDR1,0.004973996104605052
TSGA10,-0.14935458516593372
ICA1L,-0.17015572932069875
WFDC10A,0.03934224181248651
DYNLT1,0.005272878879936613
CD320,-0.1207491686278413
CPNE7,-0.11134871785492721
GTDC1,-0.1765739219187415
KNTC1,-0.0023217629038247718
WEE1,-0.17038866672732872
VARS2,0.013867663771266667
SLC23A2,-0.17854311502003317
RFPL2,-0.08697647231709221
CDR2L,-0.07319338184028938
PQBP1,-0.07902393667794705
SEMA4A,-0.01162499542512058
NOL7,-0.04741817372549357
GPC4,-0.08468781779607712
PLAGL1,-0.27840319074438696
KCNT2,-0.19146346067275757
CCDC127,-0.011116625620768013
ACAP1,-0.13338892503629443
ZNF414,-0.055923224642729544
USP15,-0.1139097189923495
UNC45B,-0.031430721676382535
CSTF2,0.031206831565327192
ZNF462,-0.2332937089965783
OR10J5,0.0
DYNC2LI1,-0.04575395161493299
TOR1A,0.01464903023550745
UBE2A,-0.006550238004291287
ACTR1A,-0.026947580497958958
HNRNPU,0.08318765232111201
DEFB118,0.0
FGFBP1,-0.11359640632280536
EFTUD2,-0.01241111243907628
MC4R,-0.005827745056734798
KRTAP22-1,0.0
NR2C2AP,-0.04620296026780082
ZNF620,-0.08678907353485521
ERI1,-0.10148294020732124
IL17F,0.8302109617045315
MUC5B,-0.1281468298423571
TCTEX1D4,-0.11502477652413472
HCLS1,-0.10821912296176533
RBP2,-0.0969972032000615
RBM3,-0.054202192760263015
KLF6,-0.24555956613102822
NEU1,-0.012257713341154048
ZNF426,-0.15356054467972838
GPR39,-0.04269325076065769
SCGB1D2,-0.10280474826875374
GEMIN5,-0.07662915001353066
RPL30,-0.09480454236237047
PPM1L,-0.21236322924992676
DBR1,-0.009146821450381308
PALB2,0.008634062035929159
GLIPR2,-0.17213208233178096
TESC,-0.18321529771413037
JAK2,-0.16412505629472285
TPPP,-0.23810700844773583
APCDD1,-0.2551762773604173
LLGL2,-0.020344858957236523
B3GALT1,-0.21835737042031544
TNFSF10,-0.1345716047075567
FGFR1,-0.1979791388334888
MFAP5,-0.20651983894556514
GGH,-0.08533323394081126
KLK12,-0.045896792409915
RDH12,-0.05412402325483563
ECSIT,-0.11758328239267445
HAPLN4,-0.17837652199809387
MYL6B,-0.08593427232591574
SLC22A7,0.07606772046139307
UBE2C,-0.035331485193822794
UQCRH,-0.09583540908235304
CCDC34,-0.08934393321671814
DENND2A,-0.2753281240029008
PDE1C,-0.28571274968916455
SYCN,0.0
SEMA6C,-0.09890413733967798
F11R,0.007136314914425997
ICAM3,-0.09315674089554746
ATP6V0A1,-0.10881778631108614
RNF152,-0.1236312387710759
MAP3K4,-0.13791114639902172
RTF1,-0.01563147639781133
ATP5G2,-0.049348455930949234
RSPO2,-0.061676572017432436
ATP6V1C2,-0.1516650969324016
HLA-DRB5,-0.12969025011062546
PRDM5,-0.24614505440225087
ZNF772,-0.08460335208463575
PPP2R2D,-0.07934702193454488
SLAMF1,-0.13249584470488815
FYN,-0.19217560571691344
ZBTB7B,-0.014018009623390169
HAVCR1,-0.058550869297234465
EIF1B,-0.18454494738523827
AR,-0.09970673052616007
CHRNB1,-0.10361149824171527
COL15A1,-0.16809309811425108
DDX49,-0.0408204971263626
RBM43,-0.13743774150402144
CALCB,-0.0347024226829525
IGFL1,-0.1198078792710659
MMP2,-0.11681785581387835
FAM163A,-0.06881992539059278
TMEM18,-0.16986268097255205
GLIS2,-0.03525354675976685
CYP3A5,-0.16325868966093762
UBL3,-0.12876746682831383
HAND2,-0.20386349044258287
CHEK1,-0.044855515580008734
FBN2,-0.10672861086957948
MEPE,-0.030951907987814893
GFPT2,-0.14526346685645627
PDE3B,-0.19429071291965594
NOLC1,-0.016038151470504955
NPM1,-0.051248694831216336
MRPL40,-0.08206867684153653
ADCY3,-0.14496047195854667
DCUN1D2,-0.06871829340811252
CTTNBP2,-0.1254619070072123
DEFB134,0.0
MS4A6E,-0.06328434426813817
ACADVL,-0.18229046330697488
TNRC6C,-0.07157235144214397
KRTAP4-1,0.08940567083714739
KCNRG,-0.11057166267660272
ANKRD49,-0.10345392204463336
USP30,-0.1462131470520882
CHN2,-0.1482922212894369
BHLHE23,0.0
NDUFAB1,-0.010482592811170633
SLC25A36,-0.1451886002521066
ZNF329,-0.09682570347769864
KIAA1462,-0.17588849569143208
RUNDC3B,-0.274858995934363
ZNF781,-0.2716982656327871
ABL1,-0.10245875682627636
JMJD6,-0.08390956348718233
DNAJB8,1.7243408894145362
BBS2,-0.2001369924342052
KLK2,-0.12108057717143807
ZNF600,-0.08362378736887797
DYRK1A,-0.08064158146866095
NMNAT3,-0.13279172268810965
FAM57B,-0.12728344207882475
UBR2,-0.08821974480475558
SLC25A45,-0.07415163251147337
IQGAP2,-0.15939700005859458
CECR6,-0.1618618632324328
PRKCD,-0.04014438506466733
SNAP25,-0.15181133109129827
MUC12,-0.10486101660064077
RNF207,-0.11896735789707284
RGMB,-0.14812715922309788
ROCK1,-0.1073129014900628
PPARD,-0.05173365409419496
PIK3CA,-0.0928602749685147
TMEM38B,-0.10586332965810744
PHYHIP,-0.14262521212221102
ERBB2,-0.16980439115244256
PHRF1,-0.004847889314130126
DLST,-0.16381836978193295
IRGQ,-0.025591192035067867
NAT8,-0.122693849823073
RSRC1,-0.03230229519133447
ATAD2,-0.03433743042182045
TDRD7,-0.041542393736645596
ITK,-0.13280502194525934
TMEM179B,-0.015307996414085265
TFF3,-0.12963662730063372
FLNB,-0.05566430685840277
SRA1,-0.04314225297356045
ETFB,-0.17065904473464683
IFNA8,0.0
PLA2G1B,0.002524835601561832
PARN,0.04043414979897873
HDAC6,-0.08479653654963093
ORMDL1,-0.09004478426412264
FBXO8,-0.14148583459506608
AAAS,-0.011305195430147087
HDAC4,-0.20012715268455125
LAT2,-0.0389839291154683
SEZ6L,-0.13556770102756496
MESP1,-0.166016325385996
RHOH,-0.108693865532697
SNAPC4,-0.03330995456645163
SLC15A3,-0.06799670024098836
ACTRT2,0.0
NAB1,-0.2137422260552117
KCNN3,-0.140164319368698
PNCK,-0.1382248205630532
TESK1,-0.100990376653325
HABP2,-0.14428801706283323
SAR1A,-0.10222720198742156
EFCAB5,-0.057417009599883786
NPC1L1,-0.15770052626219688
PSTPIP2,-0.10603873713499326
TOP2A,-0.07056445568759524
IKBKB,-0.08431189068776392
S100A1,-0.16371243568486038
PELP1,-0.040958863201858854
WNT5A,-0.12267724569262392
OXA1L,-0.10689804132653045
CBR3,-0.13415922752882217
DCBLD1,-0.07387360488800788
SLC25A30,-0.19490293122543365
DDB2,-0.1346269481424265
BANF2,0.7011077802156146
MTF2,-0.06499618463307057
CDK2,-0.008133140971968275
RTP4,-0.1252752448797971
ZNF71,-0.05201021040651435
CAPN9,-0.11642963760283277
MAP2K2,-0.060907704441046324
PLEKHM3,-0.2700237393174269
RGS16,-0.09389785900348288
PXMP4,-0.09951540217048135
ACBD5,-0.08468259912963871
OR51I2,0.0
C1QTNF8,0.2795489769225209
FAM120AOS,-0.031846162988888066
TMEM132A,-0.046257673689249566
TMEM64,-0.139208102401572
B4GALT1,-0.08377345889881936
PTPN6,-0.002502236781339608
MDH1B,-0.07589026699625344
BTK,-0.08960404426846934
PLA2R1,-0.2476345840032411
UGT2B15,-0.16812844245157746
KRT84,0.3315480404714356
GALC,-0.09891080684370815
PAK1,-0.09088956708616087
RD3,-0.005981289401386749
ITPK1,-0.10513906802125607
EID2,-0.08251113357818644
RAB19,-0.03464413882014143
YWHAQ,-0.08164575383534273
NEUROD4,-0.07332118045053869
ASNS,-0.08495689489501268
PGAM2,-0.04459842086966711
XIAP,-0.03788121301395217
SLC32A1,0.20188366357640594
WDR47,-0.09446969800302728
ATP6V1C1,-0.08253202683652773
RGS5,-0.13217605249071718
HTRA1,-0.11479689588138521
GDNF,-0.050522525916252815
SMCR8,-0.08856127203809058
ZNF530,-0.085757774685561
ZNF527,-0.14106781939888505
ARRB1,-0.18587841486933177
CCL21,-0.2373323172731803
AARS2,-0.047561608757254646
SREBF1,-0.068400014609176
IFT122,-0.07227356562241476
NLRP5,-0.10041435977532161
SH3BGRL2,-0.2961927839692056
SSX3,-0.026821323883597113
MED19,-0.03817413344397212
TUBD1,-0.14093640215600664
FAM69C,-0.09495874683108632
CCT5,-0.027267937918185887
RAP1A,-0.10142613853469301
KRTAP1-5,0.1277210546306244
BRD2,-0.02537975930443851
RRP9,-0.04680986696840212
BRSK2,-0.1525987468597897
CIDEB,-0.09205017646343396
SLC16A4,-0.18501192421471144
CHMP1A,-0.04440795608308711
AURKA,-0.02701310950005981
SCUBE1,-0.15232472110218384
ANKRD44,-0.1407208289373898
CD82,-0.1220114637473768
ZNF510,-0.130578482352352
VSIG4,-0.1864436503540876
TACO1,-0.07353088808705548
RARS2,-0.08681204752491624
RSPH3,-0.07494481302189139
IL24,-0.11341109322805085
KCNK16,-0.044886271068541504
HESX1,-0.09101487297504497
FAM174A,-0.027382142150399472
CITED1,-0.2286626460021406
PCDHB15,-0.2236213250407767
MFSD3,-0.06377807946225839
PLXNA2,-0.13794183585362488
NIPA1,-0.026994711905058668
SSFA2,-0.18022608733185777
FAM110A,-0.02684234230439822
ANGEL2,-0.01756375748808203
ZNF276,-0.11573536132272125
KCNQ4,-0.1960278551364957
GPR63,-0.1616886994469449
PITPNA,-0.08338016033740306
GSDMB,-0.1102339240954807
CTSB,-0.04132638774574386
MXD4,-0.10931754321085077
STAB2,-0.221055577878254
WBP2NL,-0.1807527164164582
ZBED3,-0.18137632207958795
DNASE2B,-0.1380510438718216
TIPARP,-0.22844514233268515
OR2T1,0.0
LCE1E,-0.019734599200882892
CASP1,-0.17247231598998766
XRCC3,-0.028338551666360207
ENTPD8,-0.12853315751261046
RNF122,-0.15014272497273792
KDM6A,-0.08021101701395343
PSG4,-0.1018440852932304
SEC31B,-0.19452245330488468
KCNG1,-0.13568724220067596
MTMR9,-0.15547030523586358
PREB,-0.027756058717989335
RSU1,-0.1532641217317486
MCF2,-0.10280094377230692
AHDC1,-0.13003799074446754
SOCS1,-0.1066048909426581
PTTG1IP,-0.02981341443021521
SLC22A5,-0.022055884573048322
LMTK3,-0.0635760505330046
SPIN3,-0.09761729210765759
TPRA1,-0.06633293960709143
TMEM8B,-0.07645387309064146
SH2B3,-0.13875575157262734
CEBPE,-0.010533512072409703
PRLR,-0.04080064403773023
ELOVL7,-0.1623321500127507
PNMA2,-0.17022925731825791
ETFDH,-0.1736366712431369
TXLNG,-0.11471356592563806
TMCC3,-0.21933488570770157
ZNF253,-0.050241290771995524
FAM3D,-0.12239657163097777
GLUD2,-0.10998991994671967
ABCC4,-0.11737027312032237
ELK4,-0.08337729845686645
PPP1R3G,-0.17466681342343424
MCL1,-0.15021158021313558
MEX3B,-0.10802683308576311
RPS6KB1,-0.11948549914059016
ZNF7,-0.04413650092391253
OPTC,0.5940483627918687
NDUFA1,-0.07342949425921426
GRB14,-0.15179673953533013
SGK2,-0.2225929524966149
ARHGAP32,-0.06179713591142081
SLC35F3,-0.2025315483994768
ZBTB9,0.012858032424961379
SLC36A1,-0.024022508519655924
KPNA4,-0.0682809696490882
TTC33,-0.18379598314365372
ATXN7L3,0.021999388180698843
ATP5E,-0.08729952609434015
ANKRD34B,-0.10883538200440845
SHC2,-0.1247582869864064
CSAG1,-0.1505012514092328
RIPK1,-0.048561334990717714
LIMS1,-0.11594013381285787
F13A1,-0.2082031548259221
HS6ST3,-0.10393949187913588
ARHGEF15,-0.2592237568939798
RAB42,-0.11839963271869124
MRTO4,-0.04707185971114516
TOMM7,-0.13457196896235354
FUNDC1,-0.025184005405272415
PHGDH,-0.11490167432658266
PDE8A,-0.18765960762170522
ARHGEF18,-0.02055160767447456
RPN2,-0.038061866700388566
CTPS2,-0.059599036683280204
SNRPA,-0.06943151611196423
SIGLEC6,-0.13268397185175265
APEX1,-0.04248436190088641
CCND1,-0.1016093521351702
KLF10,-0.21912844057249434
FSTL1,-0.20735041146502375
DYSF,-0.11845130528790504
LAMA3,-0.2751963723373881
HSP90AA1,-0.06500195917513056
FAP,-0.0008879159158058107
THUMPD3,-0.008075983744095358
ASB12,-0.03238564898539702
ACRV1,-0.038519466602914255
HDC,-0.07855888620321237
MLEC,-0.057828704046356816
RND2,-0.12766066379111285
DNAH3,-0.12245140572669977
HDX,-0.09008901349208222
ANKRD40,-0.2170362519513665
KCTD13,-0.013722063980008735
CDK9,-0.04630227897834659
SLC6A13,-0.008910031021053219
PDX1,-0.012314150109981907
PDCD11,-0.04658913056565788
COX7A2L,-0.039382961708784095
EBF1,-0.25514239151323553
FBXO33,-0.1809918848249217
A2M,-0.22390648647027106
RING1,-0.07132806372152965
GUK1,-0.04908872234538736
NPFFR2,-0.1267782795931542
MAPK9,-0.02252687832479128
KCNA4,-0.08161697699560728
TNFRSF8,-0.22424295201935734
FRMD6,-0.1757132476453587
OTUD4,-0.11893533299566623
SET,-0.006928536984355685
BCLAF1,-0.08859864580777901
EIF5,-0.10956998166953462
SPAG16,-0.1502528339413356
SLC6A18,0.0
MYBPC2,-0.03264842085401665
RIMS3,-0.2657179555274476
GPR174,-0.1508536449969463
CSE1L,-0.04907513856382617
ZNF789,-0.12122911625471318
EIF2S1,-0.06504397743186412
CDH9,0.0
CEP72,-0.07334673943940083
IFT172,-0.07205379568308691
TYW1,-0.004564826275056748
ZIK1,-0.15352491288566472
NLGN4Y,-0.08874761346901042
HIVEP2,-0.15416193955960839
MCM9,-0.08982335135222075
MARCH3,-0.11512859989565592
