,0
TRPC4AP,-0.08075572730558363
TRPV4,-0.13163934094560514
PSMB7,-0.05921720761902366
EPAS1,-0.2594059981695586
TRUB1,-0.028952076230144945
TRAF2,0.0009441242477998725
MPP4,-0.05428585969640212
IL20RA,-0.18944425629001715
SIRPB2,-0.0920387859388892
SART1,-0.03494827122264551
LIMD2,-0.10286234546351289
TEKT1,-0.04971452422173413
ZCCHC17,-0.04020862285781731
FXN,-0.12169229997261695
ARNT,-0.12892847616245584
PAQR9,-0.006243361827580786
GRIK3,-0.14759168421780597
MAGEE1,-0.10149932607109449
ARIH2,-0.12784473813770414
FAM76B,-0.1239438362173505
PIM1,-0.17546394895672268
CAMP,-0.09188533858720649
NDUFA13,-0.08576877906636593
SMARCB1,-0.021415550413089166
ILDR1,0.02899069994382803
CASP3,0.01919283137827555
UFC1,-0.001687645434232592
HOXA7,-0.23282947075949448
ANK1,-0.13313345651602668
CYP1A2,0.07018926697518965
PACSIN3,-0.058550563896586964
SPATA12,-0.09903981541685311
TMED4,-0.010066909381255639
CHM,-0.10587670742706277
MAPK7,-0.11061471452235076
TMEM50B,-0.09049474936734078
CDK4,-0.06818842859436168
TPH2,-0.019155588644928022
KLHL23,-0.10607966211219758
STARD7,-0.05243452098670403
STK4,-0.03693411873924941
DNER,-0.15050735239712842
SNX20,-0.10107547976429351
CALCA,-0.05626369190293733
HNRNPA3,-0.04915602135941416
NALCN,-0.2058085492143568
TWSG1,-0.0704130564103398
PSMB5,-0.030773751362482383
SNRNP25,0.0035369833958743538
HMOX2,-0.008443371964236838
CXCL6,-0.12478328769748294
CAMK1G,-0.09682028824608267
TMEM53,-0.08405308231958475
NNAT,-0.17572378373048028
C9,-0.026598714191045307
CELF4,-0.09734538979503805
F13B,0.10050192630398758
LTK,-0.1486378098162485
NR2C2,-0.11711841108334052
TMEM151A,-0.14447803224920194
SLC10A6,-0.27065564257669833
GP6,-0.13654623455840428
HAO2,-0.0504635084240304
BHMT,-0.10714199620405994
MCHR1,-0.12200120189499258
PSPH,-0.06913361042796656
CCDC62,-0.12138280802927559
HRG,-0.02302692134980949
HDAC5,-0.1391001172251126
SERPINA6,-0.14859304968928413
KTN1,-0.08546187735379329
RBL2,-0.1790168037207124
ACTR3B,-0.13164022868919684
GRIP1,-0.0974504111684653
WDR75,-0.07638942606442398
PAK1IP1,-0.12274903167197779
GNA13,-0.07415685505006836
MON2,-0.14095699981333798
HOXC13,-0.02665212904082633
ABCB4,-0.08300841571903048
PSMF1,-0.03458067592670323
NAB2,-0.06104841210992004
SLC39A8,-0.12902137285267368
DNAJC2,-0.04209938072046354
STK10,-0.06179026015173263
KCNE4,-0.13461385325442904
ENPEP,-0.13042213338127567
BID,-0.05692476013493311
TRIM45,-0.07525662123324478
SCCPDH,-0.01726974020811382
GSK3B,-0.00226191115391474
ZDHHC19,-0.03739157263482735
RNF149,0.03194893456887049
CEP152,-0.1282013697695524
PRMT6,-0.0125539703632903
ABHD6,-0.23898972824725576
SERINC5,-0.11718999795283444
RAB6B,-0.22920193548927387
CKAP4,-0.00789769352124315
ADAM10,-0.07401612349969498
OR4K13,0.0
TBX18,-0.20558066210981846
FREM1,-0.2794396209739409
PRDM10,-0.08130243789773701
URB2,-0.012423878070051802
GRB7,-0.15863649883659278
ABCA8,-0.2623878490023335
S100A7L2,0.0
FLT3,-0.11991718757757638
SLC27A5,-0.09110073279194157
POLR3A,-0.07262776288623983
HDAC2,-0.08446112226927872
PGK1,-0.04909990276591968
OR2J3,0.7118732609274316
MYT1L,-0.08555929398059288
UNC13D,-0.09742674986935926
SYNGR2,-0.029080937318282308
LPXN,-0.0951282821820234
MTOR,-0.07484977880841234
BMP2K,-0.1709703363065298
RAB33B,-0.13896148751117599
PRKCQ,-0.09206225342311157
VWC2,-0.06875406654384718
AGRN,-0.03953420016212637
RILPL1,-0.10375833142287195
MACF1,-0.1414203807895859
CEP97,-0.04763044867777503
POR,-0.06938974578801448
LPL,-0.2137717047488006
GALNT13,-0.16576921824748786
PTPRS,-0.17680961939174142
SPIC,0.018051182120411655
AP2A1,-0.016184656272520696
GATA5,-0.10545268405167212
SASS6,-0.018003474160630917
PEX6,-0.07781168223656995
DOCK8,-0.1641067174402063
SUPT16H,-0.04974391650155237
IGFL3,-0.05737209851270526
FNTA,-0.13054170474559287
APP,-0.15197427834890603
ASTN1,-0.2168468105545225
PHOX2A,0.06442970173838612
CYP27C1,-0.18162748769778828
EMD,-0.021843504782260274
RPUSD3,-0.0809215290014278
FAM71D,-0.005185121096519817
CHMP6,-0.07507232124321146
MYH4,-0.028943029874816097
ARSI,-0.06289669873867587
RDH8,0.164936622549019
ARHGAP28,-0.1841295850346444
EHD3,-0.1582824817686575
NUDT1,-0.07368985683675504
YY1AP1,0.022933893564233816
PRKAA2,-0.10491253903794324
PRMT7,-0.08429484882073686
GNG8,0.6475012424064635
RBM18,-0.08329303642174822
HDAC7,-0.09432111379979383
KLK7,-0.1175925723496315
CCDC116,-0.17682614722754195
CEL,-0.06696650822834221
HGF,-0.16929386910773536
HDAC9,-0.1613966170982635
SCYL2,-0.02345410782461325
PSKH2,0.5296090823177523
IFIT1,-0.12197577184002428
NLGN4X,-0.22788695335877968
SERPINB1,-0.05604688164592259
PIK3R5,-0.08900451731026081
AASDH,-0.13161881270108655
ZBTB22,-0.05381373734244745
CD2BP2,-0.011330171768592814
TIE1,-0.2237063579156725
GTPBP1,-0.062294873374770375
STX3,-0.018879081344491056
UCHL5,-0.01784789839481402
PRKCA,-0.2062215969393419
MAGEA1,-0.137137668281332
IL6ST,-0.13915806833475597
KLHL15,-0.1712712475109203
MANBAL,-0.07047973606589393
S100A16,-0.04009249386630435
ZKSCAN5,-0.038090125860855396
TBX20,0.016345264886639486
KLF12,-0.12379446584972938
HEPACAM,-0.19935830630620022
CAMK2B,-0.14342256844061738
DDX1,-0.08646439311309019
ATAD5,-0.06021888629529629
PAX2,-0.08807088745866525
RNF208,-0.059210295470198314
PHKG2,-0.003927859650975046
VPS41,-0.08188240797759833
CLCN2,-0.014747866025114976
CSDC2,-0.08544499234802372
LETMD1,-0.22797770711312837
PMM2,0.03554774429182401
KRTAP20-4,0.0
SLBP,-0.023088890442441497
SSH1,-0.07523446769763237
RAB7A,-0.045872498683972016
SLC38A7,-0.022704875017689127
DNAI2,-0.019434677633414756
SGK3,-0.15058008681319476
WDR5,-0.029161079013106907
IPO7,-0.04803239943781247
BRDT,-0.08364130980589415
MS4A12,0.0
ATRN,-0.10042181048407815
TMEM33,-0.004926289763252405
F12,-0.06979363931421795
MAGEB6,0.08807241807913506
RIMS4,-0.12529016473656704
TAS2R42,0.7741065699287755
ACP5,-0.07542291246479693
TMEM158,-0.13178130617726747
GALR2,-0.018685891634388146
CTNNA3,-0.053561621167089665
SNAPIN,-0.022268410859606222
SLC16A14,-0.10168869597302622
PIAS1,-0.11578041709251694
CHKA,-0.13049110613211956
MIXL1,-0.009037528772750804
ROCK2,-0.2049273837126339
TTC39C,-0.08408616772029844
CTCFL,-0.05451495393698394
CHD9,-0.21935096678131685
RXRB,-0.0767477702312194
LRRC32,-0.1404215753211095
ATP7B,-0.07817277003733542
MET,-0.12894223633896895
ST6GAL1,-0.13502917176152918
PTH2,0.0
CRIP3,-0.13346812675425446
MFAP3L,-0.16316750379370887
SUV39H2,-0.08733767317829395
NDUFB1,-0.10178197614859465
PARVB,-0.11191774181376825
BARX1,-0.13222167975807406
CYP1B1,-0.15936741742347615
SLC4A11,-0.15584195265993014
KRTAP13-3,0.0
QSOX1,-0.06259327604676225
DTL,0.004332504422183976
FBXL3,-0.16840067776191325
DHTKD1,-0.05215287686603434
ZBTB7C,-0.09993621286691974
ODF3L2,-0.0584529916581713
SLC27A4,-0.012981792487181166
TRIM66,-0.14917926818496818
ACTRT1,0.7427994446429216
ELOVL4,-0.11913973307789112
ZNF471,-0.20518948767688078
LYPD3,-0.09117914641823864
LONP2,-0.1239227761085787
MAPK10,-0.23848343183117673
CD302,-0.25180469796831656
CSF1R,-0.1482996797023973
CASP7,-0.05511756604465587
MOSPD3,-0.031142173258012006
OR5D14,0.0
CDK6,-0.19131855985095295
YWHAZ,-0.0407933991107623
TCIRG1,-0.06128658742688891
GPX6,0.0
KPNA7,-0.0881883232903605
SPO11,0.0
PPIL1,-0.004367954369875493
EIF2B5,0.0005253742221632663
ARNT2,-0.09491684059375219
IRAK1,-0.08233661381987918
USP45,-0.0824971017847063
SPA17,-0.04535121767098115
RPRD1B,-0.05036974235311721
EAPP,-0.06610381239958582
NRG3,-0.18501629430662164
PROK1,-0.05271268232575828
LCK,-0.12365226342482397
MOAP1,-0.08120406381351976
SHROOM3,-0.074279813166564
TMCC2,-0.16399078179132437
STEAP2,-0.17117676149280725
ENTPD2,-0.1138716367216602
HELB,-0.09553980946960032
GABRR1,-0.076870161022245
DDIT4L,-0.12318363109183801
CYTL1,-0.19438868314345026
SLC8A1,-0.14355020647653555
COPZ2,-0.17927923721796996
OR6N2,0.0
PLA2G10,-0.09642911897901356
SNX2,-0.10035434684892261
TTK,-0.04400238309127333
PARP2,-0.06889665962279537
HOMER1,-0.12558879386317023
ZBTB44,-0.18060250729035407
RAB40B,-0.15208996739594186
SNX7,-0.08450819675781594
CPPED1,-0.06452986921759872
PIK3CG,-0.13177275979034117
FLRT1,-0.10397618410577315
HEG1,-0.17001471226089535
TTC19,-0.11427811824101079
PLG,-0.02595861397009419
AEBP1,-0.04366244698485953
PPA2,-0.018847476219391014
MSRB3,-0.2718954379874079
CPOX,-0.08116737664072918
GBP2,-0.1848297145878072
LEP,-0.19884567180977186
OPRK1,-0.1300616955243968
CCNE1,-0.11419900821965179
TMEM132B,-0.15420222049816917
COX5B,-0.09265031793992731
NTRK1,-0.08360395675427496
PMP2,-0.06587390397832764
ACTR6,-0.0635992740184169
GNG5,-0.027379319196306987
AKR7A2,-0.06382625695556635
FGFR3,-0.11122333939099532
SUPV3L1,-0.08448415165607266
SLC29A2,-0.06151861677715405
USP6,-0.18561271183048375
ATF2,-0.07013628812484995
MRPL22,-0.013746415027857721
DCTN5,0.020758916161857467
UBQLN1,-0.05238245223206451
PTK2,-0.04173854595051168
ACSM2A,-0.049704439551373256
SLC16A7,-0.19736183823817668
MAF,-0.23089417627332312
SYK,-0.04798087848060817
JAKMIP2,-0.10466849407606604
IAPP,-0.03024539616508874
SYMPK,-0.02551242631678205
NCALD,-0.17210663407748852
SLC10A7,-0.1010274171010435
PYCARD,-0.08122239077359511
COX5A,-0.06175017892933204
CP,-0.16376818642337307
NDUFA3,-0.09783779344694203
ULK2,-0.14271479604260495
CAPN1,-0.006684302629219146
SLTM,-0.06669762609781522
HINT2,-0.09768336610002198
TSC22D1,-0.2024357418913936
RASSF4,-0.16819476249706242
NTRK2,-0.2945547957402277
TMBIM6,-0.013557003414055854
BTRC,-0.1044780595363185
ARF4,-0.0019352776175762133
LRRTM1,-0.033623197903963675
AK5,-0.2981983356181768
OVOL1,-0.014856881471482267
DMXL1,-0.16351933386956688
ZNHIT6,-0.10487690429167898
RXFP3,0.23028919607000303
CYB5R4,-0.05113365083964378
HIPK2,-0.1660000429084584
SPRN,-0.0788768649912882
TNFRSF13B,-0.1326907170907226
DNMT1,-0.027292876319923904
NAT2,-0.10153830681856046
YIPF6,-0.0336140653564034
MAGEB3,0.13537252433530245
MYADM,-0.20723233279802258
FSCB,0.35242520325080023
TOP1,0.039798839970105464
INCENP,-0.024227228433381764
TRIB3,-0.002841879976670767
HDAC11,-0.03410443760314401
CD300A,-0.0899757566388028
PNLIP,-0.03215645486277189
TRA2B,-0.056308107343684785
RARA,-0.07178279466064046
SERTAD1,-0.13585632498297887
RPS25,-0.19440977332200848
PTER,-0.06991009728508288
PIKFYVE,-0.16017046440067184
OSTN,0.37955846361836687
RHD,-0.12414890278464685
MPEG1,-0.18315577165435196
DENND4B,-0.044905429327094966
HIVEP1,-0.07525208893182193
TSPAN9,-0.02171257322209087
TSEN2,-0.03548099185370233
MYL6,-0.10377646207678523
NAMPT,-0.1587039310168721
XAB2,-0.06500432978175687
EYS,-0.1569726783601226
CAD,-0.055665132852409586
IGHMBP2,-0.13069623648939643
TJP1,-0.15689487283743977
NTF3,-0.17315033661971524
CEACAM4,-0.11850220987950232
MAP4K2,-0.01077856307651776
GDA,-0.09385290590646882
NTRK3,-0.20189343735328846
OR2F2,0.0
KLK1,-0.10168598312592131
ATP6V1E2,-0.12738923975325753
PPT1,-0.054824985968844546
HHLA2,0.029414177340886694
MRPL18,-0.038231294746740245
KCTD6,-0.09020635845360808
MMEL1,-0.07734643344564351
RAB11FIP3,-0.0034875910807414395
FGF18,-0.13143939812258107
TRIM55,-0.11045144931508387
CCR4,-0.0956313541878269
CDKN2AIPNL,-0.03943455682545363
WDR27,-0.1811923644723854
DYDC2,-0.12642461978420974
TBK1,-0.04802644857696297
ASAH1,-0.14453652309189377
ATP6V1G1,0.008136110214669812
SNRPD1,-0.016284742725330224
KCNK18,0.0
ANGPTL6,-0.0852559757263431
KIF11,0.017545099636725174
WDR70,-0.08892707397702956
BST2,-0.07516911607399668
SIX4,-0.047612916061019306
KRT85,-0.039905316988615054
SMTNL2,-0.08558549559234466
PPARG,-0.2363757717401135
OR8B12,0.0
CDK7,0.017498604998758265
IFNB1,0.04463948784373787
HUNK,-0.19570877836097253
PROX2,0.015034225403563285
GCLC,-0.15873290748797353
EIF2A,-0.14072983862754582
ARMC4,-0.12180969346009672
NPRL2,-0.005717198328168925
RHBDD3,-0.031839094419114325
PCDHB12,-0.20312614232220846
RASD2,-0.15413054893582562
NCOR2,-0.030667390485456292
IFIH1,-0.09814960689861106
SLC2A1,-0.09575506710016136
SETX,-0.13295926657873391
BARD1,-0.016081395179521975
LRP4,-0.07106949283971778
EPHA7,-0.1558758477888103
KRTAP2-4,0.0
SNRNP35,-0.0725041763615546
FMO2,-0.29718374604339304
STRA8,-0.01644220231194864
CREG1,-0.1568752829744678
AK7,-0.155907755675811
KCNJ3,-0.13285538075894912
PTPRM,-0.22049112523788558
TPPP2,0.2089287673591553
QARS,-0.0861345658000835
BBS4,-0.046100612644322324
ZBTB46,-0.12175382532070139
DCLK1,-0.188847317661633
KIAA0556,-0.00886905360314859
ZNF626,-0.06766326377201609
ZNF107,-0.05364409528359174
ZNF77,-0.105924143949469
MFSD11,-0.07204035648946229
FAM122C,-0.1129361108796306
DCST2,-0.15052841696618108
IQCA1,-0.17211904636913597
PIM3,-0.08078750563657308
ESYT2,-0.17175404282154444
SRP54,-0.018133334494454815
PKIB,-0.08305214379429396
DLEU7,-0.08726663148343927
MTHFD1L,-0.10488367387014154
BRD3,-0.02299394971340976
CCDC112,-0.02180816175865373
UNCX,0.0
KAAG1,-0.06068156533760914
GIMAP6,-0.2582170246013595
CNOT2,-0.11197176264633477
FBXO34,-0.07432153036387816
GLYR1,0.015706247671866253
IGF1R,-0.09134029389484691
MT1H,-0.040881597758766014
TUBA1C,0.021135412410513272
VWA5B1,-0.026033955841262155
TAAR8,0.0
PYY,-0.10362605252762301
RSBN1,-0.11745108936708666
SEC24C,-0.05206953130283773
ZNF543,-0.0907589206884813
ZKSCAN3,-0.07949840428021318
DECR2,-0.053502584432559
ZNF189,-0.14670093922827246
TTC32,-0.10253852682006044
SIVA1,-0.06761485476064018
ZNF280D,-0.1775584153095864
SNX17,-0.061552430105773284
ZNF415,-0.0712719093452012
SLC16A3,-0.07584717342679556
DPP8,-0.11739205941710062
PCOLCE2,-0.22529964506155778
MAP2,-0.1961737546614267
PRRX2,-0.11666529093236054
PDE4B,-0.16838833220510527
TSN,-0.0479456596271541
ARHGEF4,-0.21270535295565118
PARP9,-0.01527665694965946
CHST11,-0.029762293272519093
TEX11,-0.05318280877150577
SLC25A37,-0.18602137730489499
FAM118A,-0.1277794382390813
FAM114A1,-0.034974275371911244
ANKRD28,-0.09325908134164998
ZFP36,-0.2514609969379422
TMPRSS9,-0.08307548051423966
GPR50,-0.00523864366720711
ZHX3,-0.22445022244945942
WDR24,0.0008365017931591059
IFI27L2,-0.14247008012007098
SRP68,-0.08101696093702075
PDGFRA,-0.19929137864076785
PIK3AP1,-0.11877744088276133
TP53RK,-0.04287885763011235
LHFPL1,-0.15576393611161105
VHLL,0.2515060238217169
TTBK1,-0.09174990217749508
FAM114A2,-0.05515151853643229
ATP10A,-0.06442766210908284
FOXN2,-0.2048331057774867
GALNT8,-0.07097564124529758
ST3GAL6,-0.19453109558282214
AFMID,-0.09839503934995818
INCA1,-0.1079647985488995
RNF32,-0.06421777672933443
MDFIC,-0.2060657414589459
GPR137,-0.012804194605849235
LY6H,-0.05044007311612535
IGSF9B,-0.15224226878657948
DUSP4,-0.1157106151738193
ATN1,-0.13116366212895528
ROR1,-0.23345021504913877
MANEA,-0.12932799216600993
CTRC,0.055326032544674435
HPSE2,-0.2448546537534824
PSCA,-0.12467727894092757
KDM4B,-0.017670123006187272
SNX21,-0.2013231045823863
LPIN2,-0.10633749983807865
MAST4,-0.18101757573879781
FUCA2,-0.05593658011078749
SMU1,-0.0787177111233319
TOR3A,0.05542544005458313
SLC24A2,-0.03769173787782592
VCL,-0.18700881879195408
FSCN3,-0.03474121214990578
IGFBP5,-0.16242463191667206
BCL2,-0.1305187967758554
RGS9,-0.17492028417963873
SULF1,-0.043038337306680906
TBXA2R,-0.06312868352452522
SENP1,-0.03899011245072823
APLP2,-0.14846458291363332
PAPLN,-0.1794509892084228
HIF1AN,-0.09276289189863543
CD164L2,-0.2147052984171616
CACNA1E,-0.09024333878464023
DGAT1,-0.1283467338706321
PIK3C3,-0.09605281725142448
GGPS1,0.025846828530594744
ACTA1,-0.030597962819981016
ADCY10,-0.15187637905052845
DCAF8L1,0.006435998502801538
DOCK4,-0.18083919917887956
OSBPL3,-0.08837928418929207
PIK3CD,-0.15237348815971974
ZKSCAN2,-0.05219455361023473
BCR,-0.09633932299741034
LRRC66,-0.12957933340364278
SLC46A2,-0.1418633963610704
SHD,0.014708743173497357
GCG,0.0
PAPSS2,-0.15686476127245205
PPIA,-0.02947246518705514
FGFBP3,-0.07755144966406227
AMIGO1,-0.18524601831210682
UBASH3B,-0.15239359362946395
OST4,-0.024030369777408238
COMMD1,-0.10709400679631197
CDC123,-0.09437039000601008
BRF2,-0.14630364154254732
ZNF468,-0.005844701941753444
ZNF195,-0.08741520636082822
AKT1,-0.007483703369693644
PLK3,-0.1773303230862396
SETD1A,-0.014122816004919728
KNDC1,-0.1398184533686421
ZNF697,-0.06434154870946508
FGF22,0.2381995826712928
BUB1,-0.01703308199190014
CDK1,-0.015126457524667191
LARP4,-0.01946054902343769
COPZ1,0.03282108039333187
POLG,-0.08659494820910352
PCNA,0.02074974562667281
ASPH,-0.20129624787334138
CEACAM19,-0.14815381220185486
GRPR,-0.1428055839114881
AURKB,-0.045550758884888784
TMEM57,0.03375902630540991
KCNH7,-0.03302590609545786
ARHGAP9,-0.12220548784135045
CHMP5,-0.03472736118258861
ABCB5,-0.2654479694843439
KCND1,-0.15036446081733543
EGFR,-0.1136868406188258
SERPINE1,-0.1043323695759107
DMBT1,-0.04724181897022607
HNRNPH2,-0.024012396727791877
KCND3,-0.1668747277427375
LRRC1,-0.00482342567604931
GCNT1,-0.128049191816963
FGFR1OP2,-0.16846497499942448
PPM1D,-0.17634216577058795
ADA,-0.08356512881191258
GJB4,-0.10859940295522023
TMEM86A,-0.12559668814881825
IL9,0.0
MED23,-0.08157521004212463
TCEAL8,-0.025707014637759706
ATR,-0.08255747227345124
HSD17B14,-0.11237055343900021
NFKBID,-0.12035357058697022
GNA11,-0.07512983599209018
